instance,algorithm,seed,objv,lb,bkv,bklb,slope,wind
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,5,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,8,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,10,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,1,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,6,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,3,523.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,IBS,9,522.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,3,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,4,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,10,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,9,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,5,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,1,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,8,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,6,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,7,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,820.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,2,897.0,393.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,9,847.0,363.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,7,812.0,362.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,10,798.0,381.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,8,895.0,388.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,6,900.0,358.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,5,860.0,386.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,1,897.0,382.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,4,899.0,362.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,815.0,379.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,1,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,4,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,3,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,2,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,5,855.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,9,885.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,7,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,6,899.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,10,891.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,ILS,8,896.0,0.0,522.0,393.0,Steep,Moderate
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,RS,1,868.0,0.0,522.0,393.0,Steep,Moderate
